model,dataset,seed,variant,split,run_id,log_path,hparams,HR@10,HR@20,HR@5,HR@50,NDCG@10,NDCG@20,NDCG@5,NDCG@50
GRU4Rec,MovieLens_1M_ep50,0,default,test,GRU4Rec__MovieLens_1M_ep50__0__lr=0.001__l2=0__emb_size=64__hidden_size=64,..\log\GRU4Rec\GRU4Rec__MovieLens_1M_ep50__0__lr=0.001__l2=0__emb_size=64__hidden_size=64.txt,emb_size=64;hidden_size=64;l2=0;lr=0.001,0.769,0.8737,0.6387,,0.5181,0.5448,0.476,
GRU4Rec,MovieLens_1M_ep50,1,default,dev,GRU4Rec__MovieLens_1M_ep50__1__lr=0.001__l2=0__emb_size=64__hidden_size=64,..\log\GRU4Rec\GRU4Rec__MovieLens_1M_ep50__1__lr=0.001__l2=0__emb_size=64__hidden_size=64.txt,emb_size=64;hidden_size=64;l2=0;lr=0.001,0.8092,0.9052,0.6868,,0.558,0.5823,0.5181,
GRU4Rec,MovieLens_1M_ep50,1,default,test,GRU4Rec__MovieLens_1M_ep50__1__lr=0.001__l2=0__emb_size=64__hidden_size=64,..\log\GRU4Rec\GRU4Rec__MovieLens_1M_ep50__1__lr=0.001__l2=0__emb_size=64__hidden_size=64.txt,emb_size=64;hidden_size=64;l2=0;lr=0.001,0.7708,0.8742,0.6473,,0.5231,0.5494,0.4829,
GRU4Rec,MovieLens_1M_ep50,2,default,dev,GRU4Rec__MovieLens_1M_ep50__2__lr=0.001__l2=0__emb_size=64__hidden_size=64,..\log\GRU4Rec\GRU4Rec__MovieLens_1M_ep50__2__lr=0.001__l2=0__emb_size=64__hidden_size=64.txt,emb_size=64;hidden_size=64;l2=0;lr=0.001,0.8039,0.9022,0.6823,,0.555,0.5801,0.5155,
GRU4Rec,MovieLens_1M_ep50,2,default,test,GRU4Rec__MovieLens_1M_ep50__2__lr=0.001__l2=0__emb_size=64__hidden_size=64,..\log\GRU4Rec\GRU4Rec__MovieLens_1M_ep50__2__lr=0.001__l2=0__emb_size=64__hidden_size=64.txt,emb_size=64;hidden_size=64;l2=0;lr=0.001,0.7662,0.8784,0.6402,,0.5219,0.5504,0.4808,
FuXiAlpha,Grocery_ep50_h50,,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__Grocery_ep50_h50__seed0__fullrank,..\log\ProtocolTest\FuXiAlpha__Grocery_ep50_h50__seed0__fullrank.txt,attn_dropout=0.1;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1,0.0469,0.0736,0.0275,0.1318,0.0231,0.0298,0.0168,0.0413
FuXiAlpha,Grocery_ep50_h50,,pos1_time1_latent1_ssffn0,test,FuXiAlpha__Grocery_ep50_h50__seed0__fullrank,..\log\ProtocolTest\FuXiAlpha__Grocery_ep50_h50__seed0__fullrank.txt,attn_dropout=0.1;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1,0.0323,0.0564,0.0191,0.1056,0.0153,0.0214,0.0111,0.031
FuXiAlpha,ML1M_ep50,,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__ML1M_ep50__seed0__fullrank,..\log\ProtocolTest\FuXiAlpha__ML1M_ep50__seed0__fullrank.txt,attn_dropout=0.0;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1,0.1649,0.2632,0.1039,0.4344,0.0861,0.1109,0.0666,0.1449
FuXiAlpha,ML1M_ep50,,pos1_time1_latent1_ssffn0,test,FuXiAlpha__ML1M_ep50__seed0__fullrank,..\log\ProtocolTest\FuXiAlpha__ML1M_ep50__seed0__fullrank.txt,attn_dropout=0.0;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1,0.1506,0.2423,0.0916,0.4069,0.0764,0.0995,0.0576,0.1319
SASRec,Grocery_ep50_h50,,default,dev,SASRec__Grocery_ep50_h50__seed0__fullrank,..\log\ProtocolTest\SASRec__Grocery_ep50_h50__seed0__fullrank.txt,,0.0638,0.102,0.0399,0.1725,0.033,0.0426,0.0254,0.0565
SASRec,Grocery_ep50_h50,,default,test,SASRec__Grocery_ep50_h50__seed0__fullrank,..\log\ProtocolTest\SASRec__Grocery_ep50_h50__seed0__fullrank.txt,,0.0487,0.0772,0.0296,0.1379,0.0251,0.0323,0.019,0.0443
SASRec,ML1M_ep50,,default,dev,SASRec__ML1M_ep50__seed0__fullrank,..\log\ProtocolTest\SASRec__ML1M_ep50__seed0__fullrank.txt,,0.2103,0.3157,0.1336,0.4959,0.1101,0.1367,0.0854,0.1725
SASRec,ML1M_ep50,,default,test,SASRec__ML1M_ep50__seed0__fullrank,..\log\ProtocolTest\SASRec__ML1M_ep50__seed0__fullrank.txt,,0.1982,0.3006,0.1258,0.465,0.1039,0.1298,0.0805,0.1623
SASRec,Grocery_and_Gourmet_Food,0,default,dev,SASRec__Grocery_and_Gourmet_Food__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4,..\log\SASRec\SASRec__Grocery_and_Gourmet_Food__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1,0.4512,0.5624,0.3343,,0.263,0.291,0.2249,
SASRec,Grocery_and_Gourmet_Food,0,default,test,SASRec__Grocery_and_Gourmet_Food__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4,..\log\SASRec\SASRec__Grocery_and_Gourmet_Food__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1,0.4058,0.5172,0.289,,0.2271,0.2552,0.1892,
SASRec,Grocery_and_Gourmet_Food,1,default,dev,SASRec__Grocery_and_Gourmet_Food__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4,..\log\SASRec\SASRec__Grocery_and_Gourmet_Food__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1,0.506,0.6164,0.4133,,0.3412,0.369,0.3112,
SASRec,Grocery_and_Gourmet_Food,1,default,test,SASRec__Grocery_and_Gourmet_Food__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4,..\log\SASRec\SASRec__Grocery_and_Gourmet_Food__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1,0.4577,0.5695,0.3676,,0.297,0.3251,0.2679,
SASRec,Grocery_and_Gourmet_Food,2,default,dev,SASRec__Grocery_and_Gourmet_Food__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4,..\log\SASRec\SASRec__Grocery_and_Gourmet_Food__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1,0.5073,0.6182,0.4178,,0.3443,0.3722,0.3154,
SASRec,Grocery_and_Gourmet_Food,2,default,test,SASRec__Grocery_and_Gourmet_Food__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4,..\log\SASRec\SASRec__Grocery_and_Gourmet_Food__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1,0.4622,0.5708,0.3707,,0.301,0.3283,0.2713,
SASRec,Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp,0,default,dev,SASRec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4,..\log\SASRec\SASRec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1,0.5006,0.6133,0.4118,,0.3391,0.3675,0.3104,
SASRec,Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp,0,default,test,SASRec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4,..\log\SASRec\SASRec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1,0.459,0.5709,0.368,,0.301,0.329,0.2714,
SASRec,Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp,1,default,dev,SASRec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4,..\log\SASRec\SASRec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1,0.5043,0.6117,0.4111,,0.3419,0.3689,0.3118,
SASRec,Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp,1,default,test,SASRec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4,..\log\SASRec\SASRec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1,0.4568,0.5689,0.3641,,0.2998,0.3281,0.2699,
SASRec,Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp,2,default,dev,SASRec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4,..\log\SASRec\SASRec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1,0.5114,0.6201,0.4155,,0.3433,0.3707,0.3123,
SASRec,Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp,2,default,test,SASRec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4,..\log\SASRec\SASRec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1,0.4645,0.5758,0.3721,,0.2994,0.3274,0.2695,
SASRec,MovieLens_100K,0,default,dev,SASRec__MovieLens_100K__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4,..\log\SASRec\SASRec__MovieLens_100K__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1,0.5096,0.6759,0.355,,0.2791,0.3213,0.2291,
SASRec,MovieLens_100K,0,default,test,SASRec__MovieLens_100K__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4,..\log\SASRec\SASRec__MovieLens_100K__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1,0.4723,0.6503,0.3358,,0.267,0.3122,0.2229,
SASRec,MovieLens_100K,1,default,dev,SASRec__MovieLens_100K__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4,..\log\SASRec\SASRec__MovieLens_100K__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1,0.6311,0.8134,0.4638,,0.3788,0.4249,0.3247,
SASRec,MovieLens_100K,1,default,test,SASRec__MovieLens_100K__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4,..\log\SASRec\SASRec__MovieLens_100K__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1,0.6205,0.791,0.4456,,0.3686,0.4119,0.3121,
SASRec,MovieLens_100K,2,default,dev,SASRec__MovieLens_100K__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4,..\log\SASRec\SASRec__MovieLens_100K__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1,0.6493,0.8006,0.4989,,0.3926,0.4312,0.3439,
SASRec,MovieLens_100K,2,default,test,SASRec__MovieLens_100K__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4,..\log\SASRec\SASRec__MovieLens_100K__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1,0.6119,0.774,0.4456,,0.357,0.3978,0.3033,
SASRec,MovieLens_1M,0,default,dev,SASRec__MovieLens_1M__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4,..\log\SASRec\SASRec__MovieLens_1M__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1,0.7131,0.8552,0.5524,,0.4477,0.484,0.3954,
SASRec,MovieLens_1M,0,default,test,SASRec__MovieLens_1M__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4,..\log\SASRec\SASRec__MovieLens_1M__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1,0.6878,0.8273,0.5287,,0.4264,0.4618,0.375,
SASRec,MovieLens_1M,1,default,dev,SASRec__MovieLens_1M__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4,..\log\SASRec\SASRec__MovieLens_1M__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1,0.8071,0.8996,0.6757,,0.5508,0.5744,0.508,
SASRec,MovieLens_1M,1,default,test,SASRec__MovieLens_1M__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4,..\log\SASRec\SASRec__MovieLens_1M__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1,0.7746,0.8779,0.6352,,0.522,0.5484,0.4768,
SASRec,MovieLens_1M,2,default,dev,SASRec__MovieLens_1M__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4,..\log\SASRec\SASRec__MovieLens_1M__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1,0.7973,0.8991,0.6694,,0.5462,0.5721,0.5047,
SASRec,MovieLens_1M,2,default,test,SASRec__MovieLens_1M__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4,..\log\SASRec\SASRec__MovieLens_1M__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1,0.7657,0.8724,0.6326,,0.5147,0.5418,0.4714,
SASRec,MovieLens_1M_ep50,0,default,dev,SASRec__MovieLens_1M_ep50__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4,..\log\SASRec\SASRec__MovieLens_1M_ep50__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1,0.8117,0.9074,0.6908,,0.5662,0.5904,0.5268,
SASRec,MovieLens_1M_ep50,0,default,test,SASRec__MovieLens_1M_ep50__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4,..\log\SASRec\SASRec__MovieLens_1M_ep50__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1,0.7794,0.8853,0.6492,,0.5348,0.5617,0.4923,
SASRec,MovieLens_1M_ep50,1,default,dev,SASRec__MovieLens_1M_ep50__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4,..\log\SASRec\SASRec__MovieLens_1M_ep50__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1,0.8159,0.9026,0.6917,,0.5714,0.5934,0.5312,
SASRec,MovieLens_1M_ep50,1,default,test,SASRec__MovieLens_1M_ep50__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4,..\log\SASRec\SASRec__MovieLens_1M_ep50__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1,0.7797,0.8798,0.655,,0.5357,0.5611,0.4951,
SASRec,MovieLens_1M_ep50,2,default,dev,SASRec__MovieLens_1M_ep50__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4,..\log\SASRec\SASRec__MovieLens_1M_ep50__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1,0.8104,0.9024,0.6869,,0.5641,0.5875,0.5239,
SASRec,MovieLens_1M_ep50,2,default,test,SASRec__MovieLens_1M_ep50__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4,..\log\SASRec\SASRec__MovieLens_1M_ep50__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1,0.7738,0.8787,0.6478,,0.532,0.5586,0.491,
TiSASRec,Grocery_and_Gourmet_Food,0,default,dev,TiSASRec__Grocery_and_Gourmet_Food__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512,..\log\TiSASRec\TiSASRec__Grocery_and_Gourmet_Food__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1;time_max=512,0.4529,0.5613,0.3462,,0.2726,0.3001,0.238,
TiSASRec,Grocery_and_Gourmet_Food,0,default,test,TiSASRec__Grocery_and_Gourmet_Food__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512,..\log\TiSASRec\TiSASRec__Grocery_and_Gourmet_Food__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1;time_max=512,0.4092,0.5145,0.2957,,0.235,0.2616,0.1981,
TiSASRec,Grocery_and_Gourmet_Food,1,default,dev,TiSASRec__Grocery_and_Gourmet_Food__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512,..\log\TiSASRec\TiSASRec__Grocery_and_Gourmet_Food__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1;time_max=512,0.506,0.6164,0.4137,,0.3391,0.3669,0.3093,
TiSASRec,Grocery_and_Gourmet_Food,1,default,test,TiSASRec__Grocery_and_Gourmet_Food__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512,..\log\TiSASRec\TiSASRec__Grocery_and_Gourmet_Food__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1;time_max=512,0.4642,0.5748,0.3692,,0.3024,0.3302,0.2718,
TiSASRec,Grocery_and_Gourmet_Food,2,default,dev,TiSASRec__Grocery_and_Gourmet_Food__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512,..\log\TiSASRec\TiSASRec__Grocery_and_Gourmet_Food__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1;time_max=512,0.508,0.6214,0.4168,,0.3429,0.3714,0.3135,
TiSASRec,Grocery_and_Gourmet_Food,2,default,test,TiSASRec__Grocery_and_Gourmet_Food__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512,..\log\TiSASRec\TiSASRec__Grocery_and_Gourmet_Food__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1;time_max=512,0.4654,0.5783,0.3682,,0.301,0.3294,0.2695,
TiSASRec,Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp,0,default,dev,TiSASRec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512,..\log\TiSASRec\TiSASRec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1;time_max=512,0.503,0.6113,0.4078,,0.3405,0.3678,0.3098,
TiSASRec,Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp,0,default,test,TiSASRec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512,..\log\TiSASRec\TiSASRec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1;time_max=512,0.4593,0.5716,0.3622,,0.2984,0.3267,0.267,
TiSASRec,Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp,1,default,dev,TiSASRec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512,..\log\TiSASRec\TiSASRec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1;time_max=512,0.5059,0.6175,0.4112,,0.3385,0.3666,0.3079,
TiSASRec,Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp,1,default,test,TiSASRec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512,..\log\TiSASRec\TiSASRec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1;time_max=512,0.4586,0.566,0.3671,,0.2963,0.3233,0.2667,
TiSASRec,Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp,2,default,dev,TiSASRec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512,..\log\TiSASRec\TiSASRec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1;time_max=512,0.5067,0.6187,0.4101,,0.3402,0.3685,0.3091,
TiSASRec,Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp,2,default,test,TiSASRec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512,..\log\TiSASRec\TiSASRec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1;time_max=512,0.4631,0.575,0.3702,,0.3014,0.3297,0.2715,
TiSASRec,MovieLens_100K,0,default,dev,TiSASRec__MovieLens_100K__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512,..\log\TiSASRec\TiSASRec__MovieLens_100K__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1;time_max=512,0.6407,0.7996,0.4659,,0.3864,0.427,0.3296,
TiSASRec,MovieLens_100K,0,default,test,TiSASRec__MovieLens_100K__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512,..\log\TiSASRec\TiSASRec__MovieLens_100K__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1;time_max=512,0.6098,0.7825,0.4595,,0.3648,0.4088,0.3162,
TiSASRec,MovieLens_100K,1,default,dev,TiSASRec__MovieLens_100K__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512,..\log\TiSASRec\TiSASRec__MovieLens_100K__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1;time_max=512,0.6397,0.8017,0.4627,,0.3853,0.4269,0.3284,
TiSASRec,MovieLens_100K,1,default,test,TiSASRec__MovieLens_100K__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512,..\log\TiSASRec\TiSASRec__MovieLens_100K__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1;time_max=512,0.6077,0.7719,0.4424,,0.3623,0.4039,0.3089,
TiSASRec,MovieLens_100K,2,default,dev,TiSASRec__MovieLens_100K__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512,..\log\TiSASRec\TiSASRec__MovieLens_100K__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1;time_max=512,0.6482,0.806,0.4691,,0.3864,0.4262,0.3285,
TiSASRec,MovieLens_100K,2,default,test,TiSASRec__MovieLens_100K__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512,..\log\TiSASRec\TiSASRec__MovieLens_100K__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1;time_max=512,0.6055,0.7676,0.4446,,0.3551,0.3962,0.3032,
TiSASRec,MovieLens_1M,0,default,dev,TiSASRec__MovieLens_1M__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512,..\log\TiSASRec\TiSASRec__MovieLens_1M__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1;time_max=512,0.7315,0.8628,0.5737,,0.461,0.4944,0.4099,
TiSASRec,MovieLens_1M,0,default,test,TiSASRec__MovieLens_1M__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512,..\log\TiSASRec\TiSASRec__MovieLens_1M__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__time_max=512.txt,emb_size=64;l2=0;lr=0.001;num_heads=4;num_layers=1;time_max=512,0.6969,0.8349,0.5423,,0.4369,0.472,0.3868,
