model,dataset,seed,variant,split,run_id,log_path,hparams,HR@10,HR@20,HR@5,HR@50,NDCG@10,NDCG@20,NDCG@5,NDCG@50
FuXiAlpha,Grocery_and_Gourmet_Food_grocery_sweep_h50_ep30_v2,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__Grocery_and_Gourmet_Food_grocery_sweep_h50_ep30_v2__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_late__724359ff05,..\log\FuXiAlpha\FuXiAlpha__Grocery_and_Gourmet_Food_grocery_sweep_h50_ep30_v2__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_late__724359ff05.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1,0.5025,0.6223,0.3939,,0.3154,0.3456,0.2802,
FuXiAlpha,Grocery_and_Gourmet_Food_grocery_sweep_h50_ep30_v2,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__Grocery_and_Gourmet_Food_grocery_sweep_h50_ep30_v2__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_late__724359ff05,..\log\FuXiAlpha\FuXiAlpha__Grocery_and_Gourmet_Food_grocery_sweep_h50_ep30_v2__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_late__724359ff05.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1,0.4601,0.5876,0.3546,,0.278,0.31,0.2438,
FuXiAlpha,MovieLens_100K,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_100K__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.0,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.0.txt,attn_dropout=0.0;emb_size=64;ff_hidden_size=256;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.0005;num_heads=4;num_layers=1;time_bucket_max=1000000;time_buckets=32,0.3454,0.5373,0.21,,0.1748,0.2232,0.132,
FuXiAlpha,MovieLens_100K,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_100K__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.0,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.0.txt,attn_dropout=0.0;emb_size=64;ff_hidden_size=256;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.0005;num_heads=4;num_layers=1;time_bucket_max=1000000;time_buckets=32,0.3049,0.5021,0.194,,0.1633,0.2133,0.1278,
FuXiAlpha,MovieLens_100K,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_100K__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.1,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.1.txt,attn_dropout=0.1;emb_size=64;ff_hidden_size=256;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.0005;num_heads=4;num_layers=1;time_bucket_max=1000000;time_buckets=32,0.3294,0.5213,0.2015,,0.1694,0.2177,0.1285,
FuXiAlpha,MovieLens_100K,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_100K__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.1,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.1.txt,attn_dropout=0.1;emb_size=64;ff_hidden_size=256;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.0005;num_heads=4;num_layers=1;time_bucket_max=1000000;time_buckets=32,0.3124,0.4872,0.209,,0.1693,0.2134,0.1359,
FuXiAlpha,MovieLens_100K,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_100K__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.2,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.2.txt,attn_dropout=0.2;emb_size=64;ff_hidden_size=256;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.0005;num_heads=4;num_layers=1;time_bucket_max=1000000;time_buckets=32,0.3305,0.5203,0.2004,,0.1699,0.2176,0.1283,
FuXiAlpha,MovieLens_100K,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_100K__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.2,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.2.txt,attn_dropout=0.2;emb_size=64;ff_hidden_size=256;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.0005;num_heads=4;num_layers=1;time_bucket_max=1000000;time_buckets=32,0.3113,0.4872,0.209,,0.1689,0.2133,0.1358,
FuXiAlpha,MovieLens_100K,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_100K__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time___bd61d09653,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time___bd61d09653.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1,0.323,0.5107,0.193,,0.1638,0.2109,0.1216,
FuXiAlpha,MovieLens_100K,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_100K__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time___bd61d09653,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time___bd61d09653.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1,0.3092,0.4819,0.2026,,0.1656,0.209,0.1312,
FuXiAlpha,MovieLens_100K,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_100K__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.0,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.0.txt,attn_dropout=0.0;emb_size=64;ff_hidden_size=256;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1;time_bucket_max=1000000;time_buckets=32,0.6023,0.7623,0.4158,,0.3298,0.3704,0.2697,
FuXiAlpha,MovieLens_100K,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_100K__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.0,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.0.txt,attn_dropout=0.0;emb_size=64;ff_hidden_size=256;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1;time_bucket_max=1000000;time_buckets=32,0.5394,0.7281,0.3817,,0.3035,0.3516,0.2528,
FuXiAlpha,MovieLens_100K,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_100K__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.1,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.1.txt,attn_dropout=0.1;emb_size=64;ff_hidden_size=256;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1;time_bucket_max=1000000;time_buckets=32,0.597,0.7623,0.3998,,0.3229,0.3648,0.2592,
FuXiAlpha,MovieLens_100K,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_100K__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.1,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.1.txt,attn_dropout=0.1;emb_size=64;ff_hidden_size=256;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1;time_bucket_max=1000000;time_buckets=32,0.5277,0.7111,0.3571,,0.2969,0.3436,0.2417,
FuXiAlpha,MovieLens_100K,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_100K__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.2,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.2.txt,attn_dropout=0.2;emb_size=64;ff_hidden_size=256;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1;time_bucket_max=1000000;time_buckets=32,0.4861,0.6674,0.3188,,0.26,0.3061,0.206,
FuXiAlpha,MovieLens_100K,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_100K__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.2,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.2.txt,attn_dropout=0.2;emb_size=64;ff_hidden_size=256;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1;time_bucket_max=1000000;time_buckets=32,0.4424,0.6226,0.2964,,0.2462,0.2918,0.1994,
FuXiAlpha,MovieLens_100K,1,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_100K__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.0,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.0.txt,attn_dropout=0.0;emb_size=64;ff_hidden_size=256;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1;time_bucket_max=1000000;time_buckets=32,0.6237,0.8017,0.4552,,0.354,0.399,0.2992,
FuXiAlpha,MovieLens_100K,1,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_100K__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.0,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.0.txt,attn_dropout=0.0;emb_size=64;ff_hidden_size=256;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1;time_bucket_max=1000000;time_buckets=32,0.5736,0.7505,0.4072,,0.327,0.3721,0.2729,
FuXiAlpha,MovieLens_100K,2,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_100K__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.0,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.0.txt,attn_dropout=0.0;emb_size=64;ff_hidden_size=256;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1;time_bucket_max=1000000;time_buckets=32,0.6173,0.7985,0.4595,,0.3592,0.405,0.3083,
FuXiAlpha,MovieLens_100K,2,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_100K__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.0,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.0.txt,attn_dropout=0.0;emb_size=64;ff_hidden_size=256;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1;time_bucket_max=1000000;time_buckets=32,0.5693,0.7601,0.4136,,0.3266,0.3749,0.2764,
FuXiAlpha,MovieLens_100K_fuxi_sweep_e10s0_20251218,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_100K_fuxi_sweep_e10s0_20251218__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fux__361754c0c6,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K_fuxi_sweep_e10s0_20251218__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fux__361754c0c6.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.0005;num_heads=4;num_layers=1,0.3763,0.5853,0.258,,0.2034,0.2561,0.1654,
FuXiAlpha,MovieLens_100K_fuxi_sweep_e10s0_20251218,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_100K_fuxi_sweep_e10s0_20251218__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fux__361754c0c6,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K_fuxi_sweep_e10s0_20251218__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fux__361754c0c6.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.0005;num_heads=4;num_layers=1,0.3443,0.5362,0.2047,,0.1816,0.23,0.1369,
FuXiAlpha,MovieLens_100K_fuxi_sweep_e10s0_20251218,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_100K_fuxi_sweep_e10s0_20251218__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fux__6a97f111cb,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K_fuxi_sweep_e10s0_20251218__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fux__6a97f111cb.txt,attn_dropout=0.2;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.0005;num_heads=4;num_layers=1,0.5426,0.7228,0.3678,,0.2956,0.3414,0.2391,
FuXiAlpha,MovieLens_100K_fuxi_sweep_e10s0_20251218,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_100K_fuxi_sweep_e10s0_20251218__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fux__6a97f111cb,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K_fuxi_sweep_e10s0_20251218__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fux__6a97f111cb.txt,attn_dropout=0.2;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.0005;num_heads=4;num_layers=1,0.5011,0.6588,0.323,,0.276,0.316,0.2192,
FuXiAlpha,MovieLens_100K_fuxi_sweep_e10s0_20251218,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_100K_fuxi_sweep_e10s0_20251218__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fux__84293d154a,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K_fuxi_sweep_e10s0_20251218__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fux__84293d154a.txt,attn_dropout=0.1;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.0005;num_heads=4;num_layers=1,0.5362,0.7122,0.3646,,0.2967,0.3413,0.2414,
FuXiAlpha,MovieLens_100K_fuxi_sweep_e10s0_20251218,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_100K_fuxi_sweep_e10s0_20251218__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fux__84293d154a,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K_fuxi_sweep_e10s0_20251218__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fux__84293d154a.txt,attn_dropout=0.1;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.0005;num_heads=4;num_layers=1,0.4883,0.662,0.3241,,0.2737,0.3175,0.2211,
FuXiAlpha,MovieLens_100K_fuxi_sweep_e10s0_20251218,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_100K_fuxi_sweep_e10s0_20251218__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi__040e3f2d4c,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K_fuxi_sweep_e10s0_20251218__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi__040e3f2d4c.txt,attn_dropout=0.1;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1,0.597,0.7623,0.3998,,0.3229,0.3648,0.2592,
FuXiAlpha,MovieLens_100K_fuxi_sweep_e10s0_20251218,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_100K_fuxi_sweep_e10s0_20251218__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi__040e3f2d4c,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K_fuxi_sweep_e10s0_20251218__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi__040e3f2d4c.txt,attn_dropout=0.1;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1,0.5277,0.7111,0.3571,,0.2969,0.3436,0.2417,
FuXiAlpha,MovieLens_100K_fuxi_sweep_e10s0_20251218,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_100K_fuxi_sweep_e10s0_20251218__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi__cb28a3a616,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K_fuxi_sweep_e10s0_20251218__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi__cb28a3a616.txt,attn_dropout=0.2;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1,0.5991,0.7623,0.4051,,0.3303,0.372,0.2673,
